"1 _ 1",,,,,"1 _ 2",,,,,"1 _ 3",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm"
"409.56","2019.175","5.042737","-.----","-1.278",,,,,,"387.06","2004.52","5.042775","-.----","-0.284"
"409.57","2019.246","5.042906","-.----","-1.278",,,,,,"387.07","2004.615","5.042937","-.----","-0.284"
"409.58","2019.286","5.043068","-.----","-1.278",,,,,,"387.08","2004.655","5.043106","-.----","-0.284"
"409.59","2019.334","5.043237","-.----","-1.278",,,,,,"387.09","2004.655","5.043275","-.----","-0.284"
"409.6","2019.405","5.043406","-.----","-1.278",,,,,,"387.1","2004.639","5.043437","-.----","-0.284"
"409.61","2019.509","5.043575","-.----","-1.278",,,,,,"387.11","2004.687","5.043606","-.----","-0.284"
"409.62","2019.564","5.043744","-.----","-1.278",,,,,,"387.12","2004.774","5.043768","-.----","-0.284"
"409.63","2019.548","5.043906","-.----","-1.278",,,,,,"387.13","2004.806","5.043937","-.----","-0.284"
"409.64","2019.485","5.044075","-.----","-1.278",,,,,,"387.14","2004.782","5.0441","-.----","-0.284"
"409.65","2019.429","5.044244","-.----","-1.278",,,,,,"387.15","2004.798","5.044269","-.----","-0.284"
"409.66","2019.453","5.044412","-.----","-1.278",,,,,,"387.16","2004.894","5.044431","-.----","-0.284"
"409.67","2019.548","5.044575","-.----","-1.278",,,,,,"387.17","2005.037","5.0446","-.----","-0.284"
"409.68","2019.644","5.044744","-.----","-1.278",,,,,,"387.18","2005.132","5.044769","-.----","-0.284"
"409.69","2019.644","5.044906","-.----","-1.278",,,,,,"387.19","2005.116","5.044938","-.----","-0.284"
"409.7","2019.588","5.045075","-.----","-1.278",,,,,,"387.2","2005.013","5.045106","-.----","-0.284"
"409.71","2019.532","5.045238","-.----","-1.278",,,,,,"387.21","2004.917","5.045269","-.----","-0.284"
"409.72","2019.572","5.0454","-.----","-1.278",,,,,,"387.22","2004.941","5.045437","-.----","-0.284"
"409.73","2019.683","5.045568","-.----","-1.278",,,,,,"387.23","2005.084","5.045606","-.----","-0.284"
"409.74","2019.731","5.045737","-.----","-1.278",,,,,,"387.24","2005.251","5.045775","-.----","-0.284"
"409.75","2019.691","5.0459","-.----","-1.278",,,,,,"387.25","2005.339","5.045944","-.----","-0.284"
"409.76","2019.66","5.046075","-.----","-1.278",,,,,,"387.26","2005.315","5.046113","-.----","-0.284"
"409.77","2019.668","5.046237","-.----","-1.278",,,,,,"387.27","2005.275","5.046275","-.----","-0.284"
"409.78","2019.731","5.046406","-.----","-1.278",,,,,,"387.28","2005.275","5.046443","-.----","-0.284"
"409.79","2019.811","5.046568","-.----","-1.278",,,,,,"387.29","2005.323","5.046612","-.----","-0.284"
"409.8","2019.882","5.046737","-.----","-1.278",,,,,,"387.3","2005.386","5.046775","-.----","-0.284"
"409.81","2019.922","5.046906","-.----","-1.278",,,,,,"387.31","2005.41","5.046937","-.----","-0.284"
"409.82","2019.962","5.047075","-.----","-1.278",,,,,,"387.32","2005.37","5.047106","-.----","-0.284"
"409.83","2020.009","5.047237","-.----","-1.278",,,,,,"387.33","2005.315","5.047268","-.----","-0.284"
"409.84","2020.033","5.047406","-.----","-1.278",,,,,,"387.34","2005.291","5.047437","-.----","-0.284"
"409.85","2019.993","5.047575","-.----","-1.278",,,,,,"387.35","2005.323","5.0476","-.----","-0.284"
"409.86","2019.898","5.047744","-.----","-1.278",,,,,,"387.36","2005.386","5.047769","-.----","-0.284"
"409.87","2019.834","5.047913","-.----","-1.278",,,,,,"387.37","2005.418","5.047937","-.----","-0.284"
"409.88","2019.85","5.048081","-.----","-1.278",,,,,,"387.38","2005.41","5.048106","-.----","-0.284"
"409.89","2019.906","5.048244","-.----","-1.278",,,,,,"387.39","2005.41","5.048275","-.----","-0.284"
"409.9","2019.962","5.048412","-.----","-1.278",,,,,,"387.4","2005.466","5.048438","-.----","-0.284"
"409.91","2020.017","5.048575","-.----","-1.278",,,,,,"387.41","2005.561","5.048606","-.----","-0.284"
"409.92","2020.081","5.048738","-.----","-1.278",,,,,,"387.42","2005.633","5.048775","-.----","-0.284"
"409.93","2020.113","5.048906","-.----","-1.278",,,,,,"387.43","2005.688","5.048944","-.----","-0.284"
"409.94","2020.113","5.049075","-.----","-1.278",,,,,,"387.44","2005.672","5.049106","-.----","-0.284"
"409.95","2020.081","5.049237","-.----","-1.278",,,,,,"387.45","2005.625","5.049275","-.----","-0.284"
"409.96","2020.033","5.049406","-.----","-1.278",,,,,,"387.46","2005.561","5.049444","-.----","-0.284"
"409.97","2020.041","5.049575","-.----","-1.278",,,,,,"387.47","2005.553","5.049613","-.----","-0.284"
"409.98","2020.129","5.049737","-.----","-1.278",,,,,,"387.48","2005.625","5.049781","-.----","-0.284"
"409.99","2020.232","5.049906","-.----","-1.278",,,,,,"387.49","2005.768","5.049943","-.----","-0.284"
"410","2020.272","5.050069","-.----","-1.278",,,,,,"387.5","2005.887","5.050112","-.----","-0.284"
"410.01","2020.256","5.050237","-.----","-1.278",,,,,,"387.51","2005.903","5.050281","-.----","-0.284"
"410.02","2020.272","5.0504","-.----","-1.278",,,,,,"387.52","2005.839","5.05045","-.----","-0.284"
"410.03","2020.335","5.050569","-.----","-1.278",,,,,,"387.53","2005.808","5.050612","-.----","-0.284"
"410.04","2020.407","5.050731","-.----","-1.278",,,,,,"387.54","2005.831","5.050775","-.----","-0.284"
"410.05","2020.438","5.050894","-.----","-1.278",,,,,,"387.55","2005.879","5.050944","-.----","-0.284"
"410.06","2020.454","5.051063","-.----","-1.278",,,,,,"387.56","2005.839","5.051112","-.----","-0.284"
"410.07","2020.486","5.051238","-.----","-1.278",,,,,,"387.57","2005.736","5.051275","-.----","-0.284"
"410.08","2020.574","5.0514","-.----","-1.278",,,,,,"387.58","2005.585","5.051437","-.----","-0.284"
"410.09","2020.605","5.051569","-.----","-1.278",,,,,,"387.59","2005.561","5.051606","-.----","-0.284"
"410.1","2020.558","5.051737","-.----","-1.278",,,,,,"387.6","2005.736","5.051775","-.----","-0.284"
"410.11","2020.462","5.051906","-.----","-1.278",,,,,,"387.61","2005.935","5.051938","-.----","-0.284"
"410.12","2020.391","5.052075","-.----","-1.278",,,,,,"387.62","2006.03","5.052106","-.----","-0.284"
"410.13","2020.367","5.052244","-.----","-1.278",,,,,,"387.63","2005.982","5.052269","-.----","-0.284"
"410.14","2020.415","5.052413","-.----","-1.278",,,,,,"387.64","2005.903","5.052437","-.----","-0.284"
"410.15","2020.51","5.052575","-.----","-1.278",,,,,,"387.65","2005.879","5.0526","-.----","-0.284"
"410.16","2020.653","5.052737","-.----","-1.278",,,,,,"387.66","2005.903","5.052769","-.----","-0.284"
"410.17","2020.764","5.052906","-.----","-1.278",,,,,,"387.67","2005.935","5.052931","-.----","-0.284"
"410.18","2020.812","5.053069","-.----","-1.278",,,,,,"387.68","2005.974","5.053106","-.----","-0.284"
"410.19","2020.756","5.053237","-.----","-1.278",,,,,,"387.69","2005.982","5.053275","-.----","-0.284"
"410.2","2020.693","5.053406","-.----","-1.278",,,,,,"387.7","2005.935","5.053437","-.----","-0.284"
"410.21","2020.733","5.053569","-.----","-1.278",,,,,,"387.71","2005.911","5.053606","-.----","-0.284"
"410.22","2020.836","5.053737","-.----","-1.278",,,,,,"387.72","2005.982","5.053775","-.----","-0.284"
"410.23","2020.907","5.0539","-.----","-1.278",,,,,,"387.73","2006.109","5.053944","-.----","-0.284"
"410.24","2020.876","5.054069","-.----","-1.278",,,,,,"387.74","2006.205","5.054106","-.----","-0.284"
"410.25","2020.78","5.054237","-.----","-1.278",,,,,,"387.75","2006.253","5.054275","-.----","-0.284"
"410.26","2020.717","5.054406","-.----","-1.278",,,,,,"387.76","2006.237","5.054437","-.----","-0.284"
"410.27","2020.74","5.054569","-.----","-1.278",,,,,,"387.77","2006.205","5.054606","-.----","-0.284"
"410.28","2020.86","5.054738","-.----","-1.278",,,,,,"387.78","2006.229","5.054775","-.----","-0.284"
"410.29","2021.003","5.054906","-.----","-1.278",,,,,,"387.79","2006.3","5.054944","-.----","-0.284"
"410.3","2021.066","5.055075","-.----","-1.278",,,,,,"387.8","2006.356","5.055106","-.----","-0.284"
"410.31","2021.019","5.055243","-.----","-1.278",,,,,,"387.81","2006.372","5.055275","-.----","-0.284"
"410.32","2020.931","5.055406","-.----","-1.278",,,,,,"387.82","2006.38","5.055438","-.----","-0.284"
"410.33","2020.899","5.055575","-.----","-1.278",,,,,,"387.83","2006.404","5.0556","-.----","-0.284"
"410.34","2020.907","5.055744","-.----","-1.278",,,,,,"387.84","2006.42","5.055768","-.----","-0.284"
"410.35","2020.979","5.055912","-.----","-1.278",,,,,,"387.85","2006.42","5.055937","-.----","-0.284"
"410.36","2021.106","5.056081","-.----","-1.278",,,,,,"387.86","2006.443","5.0561","-.----","-0.284"
"410.37","2021.162","5.056243","-.----","-1.278",,,,,,"387.87","2006.483","5.056269","-.----","-0.284"
"410.38","2021.162","5.056412","-.----","-1.278",,,,,,"387.88","2006.539","5.056437","-.----","-0.284"
"410.39","2021.154","5.056581","-.----","-1.278",,,,,,"387.89","2006.602","5.056606","-.----","-0.284"
"410.4","2021.201","5.05675","-.----","-1.278",,,,,,"387.9","2006.65","5.056768","-.----","-0.284"
"410.41","2021.273","5.056912","-.----","-1.278",,,,,,"387.91","2006.682","5.056937","-.----","-0.284"
"410.42","2021.329","5.057075","-.----","-1.278",,,,,,"387.92","2006.698","5.057106","-.----","-0.284"
"410.43","2021.392","5.057244","-.----","-1.278",,,,,,"387.93","2006.674","5.057275","-.----","-0.284"
"410.44","2021.448","5.057412","-.----","-1.278",,,,,,"387.94","2006.634","5.057437","-.----","-0.284"
"410.45","2021.448","5.057575","-.----","-1.278",,,,,,"387.95","2006.626","5.057606","-.----","-0.284"
"410.46","2021.4","5.057737","-.----","-1.278",,,,,,"387.96","2006.634","5.057775","-.----","-0.284"
"410.47","2021.392","5.057906","-.----","-1.278",,,,,,"387.97","2006.65","5.057937","-.----","-0.284"
"410.48","2021.464","5.058075","-.----","-1.278",,,,,,"387.98","2006.634","5.058106","-.----","-0.284"
"410.49","2021.535","5.058244","-.----","-1.278",,,,,,"387.99","2006.61","5.058275","-.----","-0.284"
"410.5","2021.559","5.058406","-.----","-1.278",,,,,,"388","2006.602","5.058444","-.----","-0.284"
"410.51","2021.575","5.058568","-.----","-1.278",,,,,,"388.01","2006.626","5.058612","-.----","-0.284"
"410.52","2021.575","5.058737","-.----","-1.278",,,,,,"388.02","2006.721","5.058775","-.----","-0.284"
"410.53","2021.551","5.058906","-.----","-1.278",,,,,,"388.03","2006.857","5.058944","-.----","-0.284"
"410.54","2021.488","5.059069","-.----","-1.278",,,,,,"388.04","2006.984","5.059106","-.----","-0.284"
"410.55","2021.4","5.059237","-.----","-1.278",,,,,,"388.05","2007.071","5.059275","-.----","-0.284"
"410.56","2021.352","5.059406","-.----","-1.278",,,,,,"388.06","2007.095","5.059443","-.----","-0.284"
"410.57","2021.4","5.059575","-.----","-1.278",,,,,,"388.07","2007.047","5.059606","-.----","-0.284"
"410.58","2021.527","5.059737","-.----","-1.278",,,,,,"388.08","2006.936","5.059775","-.----","-0.284"
"410.59","2021.623","5.059906","-.----","-1.278",,,,,,"388.09","2006.88","5.059937","-.----","-0.284"
"410.6","2021.654","5.060075","-.----","-1.278",,,,,,"388.1","2006.888","5.0601","-.----","-0.284"
"410.61","2021.646","5.060244","-.----","-1.278",,,,,,"388.11","2006.984","5.060268","-.----","-0.284"
"410.62","2021.623","5.060412","-.----","-1.278",,,,,,"388.12","2007.143","5.060431","-.----","-0.284"
"410.63","2021.631","5.060581","-.----","-1.278",,,,,,"388.13","2007.286","5.0606","-.----","-0.284"
"410.64","2021.718","5.060744","-.----","-1.278",,,,,,"388.14","2007.333","5.060769","-.----","-0.284"
"410.65","2021.813","5.060913","-.----","-1.278",,,,,,"388.15","2007.286","5.060931","-.----","-0.284"
"410.66","2021.885","5.061081","-.----","-1.278",,,,,,"388.16","2007.23","5.0611","-.----","-0.284"
"410.67","2021.909","5.061244","-.----","-1.278",,,,,,"388.17","2007.238","5.061263","-.----","-0.284"
"410.68","2021.885","5.061412","-.----","-1.278",,,,,,"388.18","2007.254","5.061438","-.----","-0.284"
"410.69","2021.877","5.061575","-.----","-1.278",,,,,,"388.19","2007.238","5.0616","-.----","-0.284"
"410.7","2021.885","5.061744","-.----","-1.278",,,,,,"388.2","2007.206","5.061769","-.----","-0.284"
"410.71","2021.933","5.061906","-.----","-1.278",,,,,,"388.21","2007.151","5.061937","-.----","-0.284"
"410.72","2021.98","5.062075","-.----","-1.278",,,,,,"388.22","2007.167","5.062106","-.----","-0.284"
"410.73","2022.02","5.062237","-.----","-1.278",,,,,,"388.23","2007.206","5.062269","-.----","-0.284"
"410.74","2022.044","5.0624","-.----","-1.278",,,,,,"388.24","2007.238","5.062438","-.----","-0.284"
"410.75","2022.044","5.062569","-.----","-1.278",,,,,,"388.25","2007.254","5.062606","-.----","-0.284"
"410.76","2022.004","5.062737","-.----","-1.278",,,,,,"388.26","2007.278","5.062768","-.----","-0.284"
"410.77","2022.028","5.062906","-.----","-1.278",,,,,,"388.27","2007.333","5.062937","-.----","-0.284"
"410.78","2022.123","5.063068","-.----","-1.278",,,,,,"388.28","2007.397","5.063106","-.----","-0.284"
"410.79","2022.235","5.063237","-.----","-1.278",,,,,,"388.29","2007.429","5.063275","-.----","-0.284"
"410.8","2022.243","5.063406","-.----","-1.278",,,,,,"388.3","2007.445","5.063437","-.----","-0.284"
"410.81","2022.171","5.063569","-.----","-1.278",,,,,,"388.31","2007.469","5.063606","-.----","-0.284"
"410.82","2022.123","5.063737","-.----","-1.278",,,,,,"388.32","2007.492","5.063768","-.----","-0.284"
"410.83","2022.123","5.063906","-.----","-1.278",,,,,,"388.33","2007.516","5.063931","-.----","-0.284"
"410.84","2022.147","5.064075","-.----","-1.278",,,,,,"388.34","2007.54","5.0641","-.----","-0.284"
"410.85","2022.187","5.064238","-.----","-1.278",,,,,,"388.35","2007.604","5.064262","-.----","-0.284"
"410.86","2022.219","5.064406","-.----","-1.278",,,,,,"388.36","2007.683","5.064431","-.----","-0.284"
"410.87","2022.243","5.064575","-.----","-1.278",,,,,,"388.37","2007.755","5.0646","-.----","-0.284"
"410.88","2022.274","5.064744","-.----","-1.278",,,,,,"388.38","2007.794","5.064775","-.----","-0.284"
"410.89","2022.274","5.064912","-.----","-1.278",,,,,,"388.39","2007.802","5.064938","-.----","-0.284"
"410.9","2022.243","5.065075","-.----","-1.278",,,,,,"388.4","2007.778","5.0651","-.----","-0.284"
"410.91","2022.219","5.065244","-.----","-1.278",,,,,,"388.41","2007.778","5.065269","-.----","-0.284"
"410.92","2022.258","5.065406","-.----","-1.278",,,,,,"388.42","2007.826","5.065437","-.----","-0.284"
"410.93","2022.346","5.065575","-.----","-1.278",,,,,,"388.43","2007.866","5.065606","-.----","-0.284"
"410.94","2022.433","5.065737","-.----","-1.278",,,,,,"388.44","2007.85","5.065775","-.----","-0.284"
"410.95","2022.481","5.065906","-.----","-1.278",,,,,,"388.45","2007.778","5.065938","-.----","-0.284"
"410.96","2022.529","5.066075","-.----","-1.278",,,,,,"388.46","2007.723","5.066106","-.----","-0.284"
"410.97","2022.568","5.066237","-.----","-1.278",,,,,,"388.47","2007.683","5.066275","-.----","-0.284"
"410.98","2022.552","5.0664","-.----","-1.278",,,,,,"388.48","2007.707","5.066443","-.----","-0.284"
"410.99","2022.497","5.066569","-.----","-1.278",,,,,,"388.49","2007.755","5.066606","-.----","-0.284"
"411","2022.449","5.066737","-.----","-1.278",,,,,,"388.5","2007.794","5.066781","-.----","-0.284"
"411.01","2022.449","5.0669","-.----","-1.278",,,,,,"388.51","2007.818","5.06695","-.----","-0.284"
"411.02","2022.521","5.067069","-.----","-1.278",,,,,,"388.52","2007.85","5.067119","-.----","-0.284"
"411.03","2022.616","5.067231","-.----","-1.278",,,,,,"388.53","2007.89","5.067281","-.----","-0.284"
"411.04","2022.664","5.0674","-.----","-1.278",,,,,,"388.54","2007.922","5.067444","-.----","-0.284"
"411.05","2022.624","5.067563","-.----","-1.278",,,,,,"388.55","2007.961","5.067612","-.----","-0.284"
"411.06","2022.616","5.067731","-.----","-1.278",,,,,,"388.56","2008.049","5.067775","-.----","-0.284"
"411.07","2022.656","5.067906","-.----","-1.278",,,,,,"388.57","2008.12","5.067944","-.----","-0.284"
"411.08","2022.735","5.068069","-.----","-1.278",,,,,,"388.58","2008.176","5.068106","-.----","-0.284"
"411.09","2022.831","5.068237","-.----","-1.278",,,,,,"388.59","2008.224","5.068275","-.----","-0.284"
"411.1","2022.902","5.068406","-.----","-1.278",,,,,,"388.6","2008.247","5.068444","-.----","-0.284"
"411.11","2022.926","5.068575","-.----","-1.278",,,,,,"388.61","2008.247","5.068606","-.----","-0.284"
"411.12","2022.894","5.068744","-.----","-1.278",,,,,,"388.62","2008.224","5.068769","-.----","-0.284"
"411.13","2022.823","5.068906","-.----","-1.278",,,,,,"388.63","2008.192","5.068937","-.----","-0.284"
"411.14","2022.831","5.069075","-.----","-1.278",,,,,,"388.64","2008.216","5.0691","-.----","-0.284"
"411.15","2022.926","5.069243","-.----","-1.278",,,,,,"388.65","2008.295","5.069269","-.----","-0.284"
"411.16","2022.99","5.069406","-.----","-1.278",,,,,,"388.66","2008.406","5.069431","-.----","-0.284"
"411.17","2022.942","5.069575","-.----","-1.278",,,,,,"388.67","2008.494","5.0696","-.----","-0.284"
"411.18","2022.847","5.069744","-.----","-1.278",,,,,,"388.68","2008.494","5.069768","-.----","-0.284"
"411.19","2022.807","5.069906","-.----","-1.278",,,,,,"388.69","2008.422","5.069937","-.----","-0.284"
"411.2","2022.87","5.070075","-.----","-1.278",,,,,,"388.7","2008.375","5.070106","-.----","-0.284"
"411.21","2023.013","5.070237","-.----","-1.278",,,,,,"388.71","2008.446","5.070275","-.----","-0.284"
"411.22","2023.109","5.0704","-.----","-1.278",,,,,,"388.72","2008.613","5.070444","-.----","-0.284"
"411.23","2023.109","5.070569","-.----","-1.278",,,,,,"388.73","2008.748","5.070612","-.----","-0.284"
"411.24","2023.077","5.070731","-.----","-1.278",,,,,,"388.74","2008.78","5.070775","-.----","-0.284"
"411.25","2023.109","5.0709","-.----","-1.278",,,,,,"388.75","2008.756","5.070937","-.----","-0.284"
"411.26","2023.196","5.071069","-.----","-1.278",,,,,,"388.76","2008.708","5.071106","-.----","-0.284"
"411.27","2023.22","5.071238","-.----","-1.278",,,,,,"388.77","2008.645","5.071275","-.----","-0.284"
"411.28","2023.156","5.071406","-.----","-1.278",,,,,,"388.78","2008.597","5.071444","-.----","-0.284"
"411.29","2023.101","5.071575","-.----","-1.278",,,,,,"388.79","2008.621","5.071606","-.----","-0.284"
"411.3","2023.085","5.071737","-.----","-1.278",,,,,,"388.8","2008.692","5.071775","-.----","-0.284"
"411.31","2023.125","5.071906","-.----","-1.278",,,,,,"388.81","2008.748","5.071944","-.----","-0.284"
"411.32","2023.156","5.072075","-.----","-1.278",,,,,,"388.82","2008.732","5.072106","-.----","-0.284"
"411.33","2023.204","5.072244","-.----","-1.278",,,,,,"388.83","2008.708","5.072268","-.----","-0.284"
"411.34","2023.228","5.072406","-.----","-1.278",,,,,,"388.84","2008.748","5.072437","-.----","-0.284"
"411.35","2023.228","5.072575","-.----","-1.278",,,,,,"388.85","2008.867","5.0726","-.----","-0.284"
"411.36","2023.244","5.072743","-.----","-1.278",,,,,,"388.86","2008.971","5.072769","-.----","-0.284"
"411.37","2023.244","5.072912","-.----","-1.278",,,,,,"388.87","2008.986","5.072931","-.----","-0.284"
"411.38","2023.228","5.073075","-.----","-1.278",,,,,,"388.88","2008.899","5.073106","-.----","-0.284"
"411.39","2023.244","5.073244","-.----","-1.278",,,,,,"388.89","2008.82","5.073268","-.----","-0.284"
"411.4","2023.323","5.073412","-.----","-1.278",,,,,,"388.9","2008.82","5.073437","-.----","-0.284"
"411.41","2023.435","5.073575","-.----","-1.278",,,,,,"388.91","2008.891","5.0736","-.----","-0.284"
"411.42","2023.506","5.073744","-.----","-1.278",,,,,,"388.92","2008.986","5.073769","-.----","-0.284"
"411.43","2023.522","5.073906","-.----","-1.278",,,,,,"388.93","2008.994","5.073937","-.----","-0.284"
"411.44","2023.53","5.074075","-.----","-1.278",,,,,,"388.94","2008.963","5.074106","-.----","-0.284"
"411.45","2023.546","5.074237","-.----","-1.278",,,,,,"388.95","2008.963","5.074275","-.----","-0.284"
"411.46","2023.57","5.074406","-.----","-1.278",,,,,,"388.96","2009.058","5.074437","-.----","-0.284"
"411.47","2023.602","5.074569","-.----","-1.278",,,,,,"388.97","2009.217","5.074606","-.----","-0.284"
"411.48","2023.649","5.074738","-.----","-1.278",,,,,,"388.98","2009.32","5.074775","-.----","-0.284"
"411.49","2023.689","5.0749","-.----","-1.278",,,,,,"388.99","2009.368","5.074944","-.----","-0.284"
"411.5","2023.697","5.075068","-.----","-1.278",,,,,,"389","2009.336","5.075112","-.----","-0.284"
"411.51","2023.689","5.075237","-.----","-1.278",,,,,,"389.01","2009.225","5.075281","-.----","-0.284"
"411.52","2023.665","5.0754","-.----","-1.278",,,,,,"389.02","2009.145","5.075444","-.----","-0.284"
"411.53","2023.673","5.075569","-.----","-1.278",,,,,,"389.03","2009.169","5.075606","-.----","-0.284"
"411.54","2023.737","5.075731","-.----","-1.278",,,,,,"389.04","2009.273","5.075775","-.----","-0.284"
"411.55","2023.768","5.0759","-.----","-1.278",,,,,,"389.05","2009.384","5.075937","-.----","-0.284"
"411.56","2023.737","5.076068","-.----","-1.278",,,,,,"389.06","2009.408","5.076106","-.----","-0.284"
"411.57","2023.649","5.076237","-.----","-1.278",,,,,,"389.07","2009.408","5.076269","-.----","-0.284"
"411.58","2023.625","5.076406","-.----","-1.278",,,,,,"389.08","2009.392","5.076437","-.----","-0.284"
"411.59","2023.641","5.076575","-.----","-1.278",,,,,,"389.09","2009.416","5.0766","-.----","-0.284"
"411.6","2023.697","5.076744","-.----","-1.278",,,,,,"389.1","2009.447","5.076768","-.----","-0.284"
"411.61","2023.832","5.076906","-.----","-1.278",,,,,,"389.11","2009.487","5.076937","-.----","-0.284"
"411.62","2023.975","5.077075","-.----","-1.278",,,,,,"389.12","2009.511","5.0771","-.----","-0.284"
"411.63","2024.07","5.077244","-.----","-1.278",,,,,,"389.13","2009.511","5.077269","-.----","-0.284"
"411.64","2024.086","5.077406","-.----","-1.278",,,,,,"389.14","2009.511","5.077431","-.----","-0.284"
"411.65","2024.07","5.077575","-.----","-1.278",,,,,,"389.15","2009.559","5.0776","-.----","-0.284"
"411.66","2024.094","5.077744","-.----","-1.278",,,,,,"389.16","2009.606","5.077763","-.----","-0.284"
"411.67","2024.118","5.077912","-.----","-1.278",,,,,,"389.17","2009.622","5.077931","-.----","-0.284"
"411.68","2024.11","5.078075","-.----","-1.278",,,,,,"389.18","2009.646","5.078106","-.----","-0.284"
"411.69","2024.086","5.078238","-.----","-1.278",,,,,,"389.19","2009.67","5.078269","-.----","-0.284"
"411.7","2024.039","5.078406","-.----","-1.278",,,,,,"389.2","2009.702","5.078437","-.----","-0.284"
"411.71","2023.967","5.078575","-.----","-1.278",,,,,,"389.21","2009.741","5.078606","-.----","-0.284"
"411.72","2023.951","5.078737","-.----","-1.278",,,,,,"389.22","2009.789","5.078775","-.----","-0.284"
"411.73","2023.999","5.078906","-.----","-1.278",,,,,,"389.23","2009.813","5.078938","-.----","-0.284"
"411.74","2024.086","5.079069","-.----","-1.278",,,,,,"389.24","2009.773","5.079106","-.----","-0.284"
"411.75","2024.158","5.079231","-.----","-1.278",,,,,,"389.25","2009.726","5.079275","-.----","-0.284"
"411.76","2024.221","5.079406","-.----","-1.278",,,,,,"389.26","2009.702","5.079443","-.----","-0.284"
"411.77","2024.269","5.079575","-.----","-1.278",,,,,,"389.27","2009.726","5.079612","-.----","-0.284"
"411.78","2024.325","5.079737","-.----","-1.278",,,,,,"389.28","2009.797","5.079775","-.----","-0.284"
"411.79","2024.388","5.079906","-.----","-1.278",,,,,,"389.29","2009.924","5.079937","-.----","-0.284"
"411.8","2024.388","5.080075","-.----","-1.278",,,,,,"389.3","2010.004","5.080106","-.----","-0.284"
"411.81","2024.349","5.080244","-.----","-1.278",,,,,,"389.31","2010.004","5.080269","-.----","-0.284"
"411.82","2024.277","5.080406","-.----","-1.278",,,,,,"389.32","2009.956","5.080437","-.----","-0.284"
"411.83","2024.253","5.080575","-.----","-1.278",,,,,,"389.33","2009.908","5.0806","-.----","-0.284"
"411.84","2024.317","5.080744","-.----","-1.278",,,,,,"389.34","2009.885","5.080769","-.----","-0.284"
"411.85","2024.396","5.080913","-.----","-1.278",,,,,,"389.35","2009.908","5.080931","-.----","-0.284"
"411.86","2024.436","5.081081","-.----","-1.278",,,,,,"389.36","2009.948","5.0811","-.----","-0.284"
"411.87","2024.42","5.081244","-.----","-1.278",,,,,,"389.37","2010.004","5.081269","-.----","-0.284"
"411.88","2024.42","5.081419","-.----","-1.278",,,,,,"389.38","2010.075","5.081438","-.----","-0.284"
"411.89","2024.444","5.081581","-.----","-1.278",,,,,,"389.39","2010.147","5.0816","-.----","-0.284"
"411.9","2024.468","5.08175","-.----","-1.278",,,,,,"389.4","2010.194","5.081769","-.----","-0.284"
"411.91","2024.468","5.081913","-.----","-1.278",,,,,,"389.41","2010.21","5.081937","-.----","-0.284"
"411.92","2024.46","5.082075","-.----","-1.278",,,,,,"389.42","2010.218","5.0821","-.----","-0.284"
"411.93","2024.468","5.082243","-.----","-1.278",,,,,,"389.43","2010.266","5.082269","-.----","-0.284"
"411.94","2024.508","5.082412","-.----","-1.278",,,,,,"389.44","2010.353","5.082438","-.----","-0.284"
"411.95","2024.563","5.082575","-.----","-1.278",,,,,,"389.45","2010.425","5.082606","-.----","-0.284"
"411.96","2024.619","5.082744","-.----","-1.278",,,,,,"389.46","2010.425","5.082775","-.----","-0.284"
"411.97","2024.627","5.082906","-.----","-1.278",,,,,,"389.47","2010.393","5.082937","-.----","-0.284"
"411.98","2024.674","5.083075","-.----","-1.278",,,,,,"389.48","2010.393","5.083106","-.----","-0.284"
"411.99","2024.77","5.083237","-.----","-1.278",,,,,,"389.49","2010.441","5.083275","-.----","-0.284"
"412","2024.841","5.0834","-.----","-1.278",,,,,,"389.5","2010.449","5.083444","-.----","-0.284"
"412.01","2024.881","5.083569","-.----","-1.278",,,,,,"389.51","2010.417","5.083612","-.----","-0.284"
"412.02","2024.905","5.083731","-.----","-1.278",,,,,,"389.52","2010.393","5.083781","-.----","-0.284"
"412.03","2024.969","5.0839","-.----","-1.278",,,,,,"389.53","2010.417","5.083944","-.----","-0.284"
"412.04","2024.992","5.084063","-.----","-1.278",,,,,,"389.54","2010.473","5.084106","-.----","-0.284"
"412.05","2024.953","5.084231","-.----","-1.278",,,,,,"389.55","2010.544","5.084275","-.----","-0.284"
"412.06","2024.937","5.0844","-.----","-1.278",,,,,,"389.56","2010.568","5.084437","-.----","-0.284"
"412.07","2024.992","5.084569","-.----","-1.278",,,,,,"389.57","2010.536","5.084606","-.----","-0.284"
"412.08","2025.064","5.084737","-.----","-1.278",,,,,,"389.58","2010.473","5.084769","-.----","-0.284"
"412.09","2025.12","5.0849","-.----","-1.278",,,,,,"389.59","2010.473","5.084938","-.----","-0.284"
"412.1","2025.167","5.085069","-.----","-1.278",,,,,,"389.6","2010.536","5.085106","-.----","-0.284"
"412.11","2025.231","5.085244","-.----","-1.278",,,,,,"389.61","2010.616","5.085268","-.----","-0.284"
