PA46 TW200F6 _1,,,,,PA46 TW200F6 _2,,,,,PA46 TW200F6 _3,,,,,PA46 TW200F6 _4,,,,,PA46 TW200F6 _5,,,,,PA66 1300G _1,,,,,PA66 1300G _2,,,,,PA66 1300G _3,,,,,PA66 1300G _4,,,,,PA66 1300G _5,,,,
时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规
sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm
50.86,3953.981,2.41395,-.----,-0.1138,48.11,4077.768,2.413281,-.----,-0.1159,62.24,3956.365,2.41335,-.----,-0.1276,60.05,4064.735,2.413325,-.----,-0.1265,63.69,3860.267,2.415,-.----,-0.1266,67.42,4214.334,2.413281,-.----,-0.1184,69.76,4277.158,2.413262,-.----,-0.1242,58.59,4325.954,2.413181,-.----,-0.1195,52.54,4316.386,2.415087,-.----,-0.1238,55.58,4385.766,2.413112,-.----,-0.118
50.87,3956.016,2.415625,-.----,-0.1138,48.12,4079.652,2.414956,-.----,-0.1159,62.25,3958.384,2.415031,-.----,-0.1276,60.06,4066.722,2.414944,-.----,-0.1265,63.7,3862.31,2.416681,-.----,-0.1266,67.43,4216.266,2.4149,-.----,-0.1184,69.77,4279.025,2.414944,-.----,-0.1242,58.6,4327.861,2.414875,-.----,-0.1195,52.55,4318.38,2.416713,-.----,-0.1238,55.59,4387.665,2.414819,-.----,-0.118
50.88,3958.011,2.417319,-.----,-0.1138,48.13,4081.543,2.416581,-.----,-0.1159,62.26,3960.419,2.41665,-.----,-0.1276,60.07,4068.677,2.4166,-.----,-0.1265,63.71,3864.407,2.4183,-.----,-0.1266,67.44,4218.316,2.416556,-.----,-0.1184,69.78,4280.909,2.416563,-.----,-0.1242,58.61,4329.737,2.416556,-.----,-0.1195,52.56,4320.399,2.418369,-.----,-0.1238,55.6,4389.524,2.4165,-.----,-0.118
50.89,3959.934,2.419019,-.----,-0.1138,48.14,4083.49,2.418237,-.----,-0.1159,62.27,3962.437,2.418313,-.----,-0.1276,60.08,4070.521,2.418288,-.----,-0.1265,63.72,3866.498,2.419956,-.----,-0.1266,67.45,4220.398,2.418244,-.----,-0.1184,69.79,4282.832,2.418206,-.----,-0.1242,58.62,4331.613,2.418181,-.----,-0.1195,52.57,4322.41,2.42005,-.----,-0.1238,55.61,4391.376,2.418125,-.----,-0.118
50.9,3961.762,2.420675,-.----,-0.1138,48.15,4085.469,2.419925,-.----,-0.1159,62.28,3964.408,2.419994,-.----,-0.1276,60.09,4072.309,2.419981,-.----,-0.1265,63.73,3868.524,2.421638,-.----,-0.1266,67.46,4222.377,2.419937,-.----,-0.1184,69.8,4284.771,2.419888,-.----,-0.1242,58.63,4333.583,2.419831,-.----,-0.1195,52.58,4324.404,2.421756,-.----,-0.1238,55.62,4393.307,2.419781,-.----,-0.118
50.91,3963.59,2.4223,-.----,-0.1138,48.16,4087.416,2.421625,-.----,-0.1159,62.29,3966.316,2.421681,-.----,-0.1276,60.1,4074.136,2.421662,-.----,-0.1265,63.74,3870.448,2.423344,-.----,-0.1266,67.47,4224.237,2.421619,-.----,-0.1184,69.81,4286.655,2.421587,-.----,-0.1242,58.64,4335.65,2.421512,-.----,-0.1195,52.59,4326.375,2.423431,-.----,-0.1238,55.63,4395.31,2.421469,-.----,-0.118
50.92,3965.489,2.423981,-.----,-0.1138,48.17,4089.284,2.423306,-.----,-0.1159,62.3,3968.255,2.423362,-.----,-0.1276,60.11,4076.012,2.423287,-.----,-0.1265,63.75,3872.291,2.425019,-.----,-0.1266,67.48,4226.097,2.423244,-.----,-0.1184,69.82,4288.482,2.423275,-.----,-0.1242,58.65,4337.724,2.423219,-.----,-0.1195,52.6,4328.362,2.425056,-.----,-0.1238,55.64,4397.353,2.42315,-.----,-0.118
50.93,3967.46,2.425669,-.----,-0.1138,48.18,4091.136,2.424931,-.----,-0.1159,62.31,3970.226,2.424975,-.----,-0.1276,60.12,4077.983,2.424937,-.----,-0.1265,63.76,3874.159,2.426644,-.----,-0.1266,67.49,4228.028,2.424906,-.----,-0.1184,69.83,4290.279,2.424887,-.----,-0.1242,58.66,4339.703,2.4249,-.----,-0.1195,52.61,4330.413,2.426719,-.----,-0.1238,55.65,4399.339,2.424825,-.----,-0.118
50.94,3969.383,2.42735,-.----,-0.1138,48.19,4093.059,2.426587,-.----,-0.1159,62.32,3972.26,2.426625,-.----,-0.1276,60.13,4079.97,2.426619,-.----,-0.1265,63.77,3876.169,2.428306,-.----,-0.1266,67.5,4230.046,2.426594,-.----,-0.1184,69.84,4292.075,2.426538,-.----,-0.1242,58.67,4341.579,2.426519,-.----,-0.1195,52.62,4332.415,2.428406,-.----,-0.1238,55.66,4401.263,2.426444,-.----,-0.118
50.95,3971.299,2.429013,-.----,-0.1138,48.2,4095.046,2.428275,-.----,-0.1159,62.33,3974.302,2.428319,-.----,-0.1276,60.14,4081.869,2.428325,-.----,-0.1265,63.78,3878.26,2.429987,-.----,-0.1266,67.51,4232.097,2.428281,-.----,-0.1184,69.85,4293.887,2.428225,-.----,-0.1242,58.68,4343.398,2.428181,-.----,-0.1195,52.63,4334.331,2.430087,-.----,-0.1238,55.67,4403.209,2.428094,-.----,-0.118
50.96,3973.182,2.430631,-.----,-0.1138,48.21,4097.024,2.429956,-.----,-0.1159,62.34,3976.297,2.430019,-.----,-0.1276,60.15,4083.721,2.430006,-.----,-0.1265,63.79,3880.326,2.431681,-.----,-0.1266,67.52,4234.115,2.429956,-.----,-0.1184,69.86,4295.771,2.429925,-.----,-0.1242,58.69,4345.234,2.429869,-.----,-0.1195,52.64,4336.167,2.431762,-.----,-0.1238,55.68,4405.188,2.429775,-.----,-0.118
50.97,3975.073,2.4323,-.----,-0.1138,48.22,4098.924,2.431638,-.----,-0.1159,62.35,3978.252,2.431694,-.----,-0.1276,60.16,4085.581,2.431625,-.----,-0.1265,63.8,3882.368,2.433356,-.----,-0.1266,67.53,4236.046,2.431575,-.----,-0.1184,69.87,4297.717,2.4316,-.----,-0.1242,58.7,4347.086,2.431556,-.----,-0.1195,52.65,4338.018,2.433381,-.----,-0.1238,55.69,4407.151,2.431481,-.----,-0.118
50.98,3976.981,2.433994,-.----,-0.1138,48.23,4100.744,2.433256,-.----,-0.1159,62.36,3980.255,2.433312,-.----,-0.1276,60.17,4087.48,2.433287,-.----,-0.1265,63.81,3884.403,2.434969,-.----,-0.1266,67.54,4237.938,2.433225,-.----,-0.1184,69.88,4299.641,2.433219,-.----,-0.1242,58.71,4348.946,2.433231,-.----,-0.1195,52.66,4339.989,2.435037,-.----,-0.1238,55.7,4409.13,2.433169,-.----,-0.118
50.99,3978.904,2.435688,-.----,-0.1138,48.24,4102.644,2.434906,-.----,-0.1159,62.37,3982.329,2.434969,-.----,-0.1276,60.18,4089.403,2.434975,-.----,-0.1265,63.82,3886.374,2.436625,-.----,-0.1266,67.55,4239.893,2.434912,-.----,-0.1184,69.89,4301.421,2.434887,-.----,-0.1242,58.72,4350.821,2.43485,-.----,-0.1195,52.67,4342.031,2.436725,-.----,-0.1238,55.71,4411.109,2.4348,-.----,-0.118
51,3980.803,2.437344,-.----,-0.1138,48.25,4104.662,2.436594,-.----,-0.1159,62.38,3984.396,2.43665,-.----,-0.1276,60.19,4091.326,2.436662,-.----,-0.1265,63.83,3888.297,2.438313,-.----,-0.1266,67.56,4241.904,2.436612,-.----,-0.1184,69.9,4303.122,2.436569,-.----,-0.1242,58.73,4352.736,2.436506,-.----,-0.1195,52.68,4344.074,2.438425,-.----,-0.1238,55.72,4413.088,2.436462,-.----,-0.118
51.01,3982.624,2.438962,-.----,-0.1138,48.26,4106.712,2.438294,-.----,-0.1159,62.39,3986.367,2.438344,-.----,-0.1276,60.2,4093.186,2.438337,-.----,-0.1265,63.84,3890.268,2.440012,-.----,-0.1266,67.57,4243.882,2.438287,-.----,-0.1184,69.91,4304.917,2.438256,-.----,-0.1242,58.74,4354.667,2.438187,-.----,-0.1195,52.69,4346.005,2.4401,-.----,-0.1238,55.73,4415.083,2.43815,-.----,-0.118
51.02,3984.467,2.440631,-.----,-0.1138,48.27,4108.723,2.439975,-.----,-0.1159,62.4,3988.234,2.440025,-.----,-0.1276,60.21,4094.998,2.439956,-.----,-0.1265,63.85,3892.239,2.441687,-.----,-0.1266,67.58,4245.766,2.439912,-.----,-0.1184,69.92,4306.833,2.439919,-.----,-0.1242,58.75,4356.543,2.439888,-.----,-0.1195,52.7,4347.881,2.441712,-.----,-0.1238,55.74,4417.078,2.439844,-.----,-0.118
51.03,3986.406,2.442319,-.----,-0.1138,48.28,4110.734,2.441587,-.----,-0.1159,62.41,3990.134,2.441644,-.----,-0.1276,60.22,4096.794,2.441612,-.----,-0.1265,63.86,3894.162,2.4433,-.----,-0.1266,67.59,4247.625,2.441562,-.----,-0.1184,69.93,4308.812,2.441544,-.----,-0.1242,58.76,4358.411,2.441562,-.----,-0.1195,52.71,4349.796,2.443369,-.----,-0.1238,55.75,4419.049,2.441525,-.----,-0.118
51.04,3988.393,2.444019,-.----,-0.1138,48.29,4112.705,2.443238,-.----,-0.1159,62.42,3992.136,2.443294,-.----,-0.1276,60.23,4098.693,2.443294,-.----,-0.1265,63.87,3896.101,2.444963,-.----,-0.1266,67.6,4249.525,2.443244,-.----,-0.1184,69.94,4310.719,2.443194,-.----,-0.1242,58.77,4360.271,2.443187,-.----,-0.1195,52.72,4351.838,2.445056,-.----,-0.1238,55.76,4420.972,2.443137,-.----,-0.118
51.05,3990.372,2.445675,-.----,-0.1138,48.3,4114.612,2.444919,-.----,-0.1159,62.43,3994.187,2.444975,-.----,-0.1276,60.24,4100.696,2.444994,-.----,-0.1265,63.88,3898.072,2.446644,-.----,-0.1266,67.61,4251.424,2.444937,-.----,-0.1184,69.95,4312.523,2.444875,-.----,-0.1242,58.78,4362.13,2.444837,-.----,-0.1195,52.73,4353.889,2.446756,-.----,-0.1238,55.77,4422.863,2.444775,-.----,-0.118
51.06,3992.295,2.447287,-.----,-0.1138,48.31,4116.479,2.446619,-.----,-0.1159,62.44,3996.205,2.446675,-.----,-0.1276,60.25,4102.691,2.446669,-.----,-0.1265,63.89,3900.075,2.448338,-.----,-0.1266,67.62,4253.324,2.446631,-.----,-0.1184,69.96,4314.271,2.446587,-.----,-0.1242,58.79,4363.926,2.446519,-.----,-0.1195,52.74,4355.796,2.448431,-.----,-0.1238,55.78,4424.771,2.446456,-.----,-0.118
51.07,3994.147,2.44895,-.----,-0.1138,48.32,4118.323,2.4483,-.----,-0.1159,62.45,3998.16,2.448356,-.----,-0.1276,60.26,4104.575,2.448294,-.----,-0.1265,63.9,3902.054,2.450019,-.----,-0.1266,67.63,4255.231,2.448244,-.----,-0.1184,69.97,4316.083,2.448281,-.----,-0.1242,58.8,4365.707,2.448212,-.----,-0.1195,52.75,4357.592,2.450044,-.----,-0.1238,55.79,4426.71,2.44815,-.----,-0.118
51.08,3996.022,2.45065,-.----,-0.1138,48.33,4120.223,2.449919,-.----,-0.1159,62.46,4000.155,2.449975,-.----,-0.1276,60.27,4106.434,2.449944,-.----,-0.1265,63.91,3904.009,2.451638,-.----,-0.1266,67.64,4257.178,2.449888,-.----,-0.1184,69.98,4317.959,2.449906,-.----,-0.1242,58.81,4367.542,2.449906,-.----,-0.1195,52.76,4359.404,2.451694,-.----,-0.1238,55.8,4428.665,2.449837,-.----,-0.118
51.09,3997.922,2.45235,-.----,-0.1138,48.34,4122.226,2.451562,-.----,-0.1159,62.47,4002.213,2.451638,-.----,-0.1276,60.28,4108.326,2.451619,-.----,-0.1265,63.92,3905.932,2.453294,-.----,-0.1266,67.65,4259.141,2.451569,-.----,-0.1184,69.99,4319.834,2.451562,-.----,-0.1242,58.82,4369.41,2.451519,-.----,-0.1195,52.77,4361.328,2.453387,-.----,-0.1238,55.81,4430.628,2.451463,-.----,-0.118
51.1,3999.869,2.454,-.----,-0.1138,48.35,4124.252,2.453256,-.----,-0.1159,62.48,4004.28,2.453325,-.----,-0.1276,60.29,4110.201,2.453319,-.----,-0.1265,63.93,3907.823,2.454975,-.----,-0.1266,67.66,4261.112,2.453275,-.----,-0.1184,70,4321.663,2.45325,-.----,-0.1242,58.83,4371.317,2.453162,-.----,-0.1195,52.78,4363.346,2.455087,-.----,-0.1238,55.82,4432.567,2.453112,-.----,-0.118
51.11,4001.888,2.455625,-.----,-0.1138,48.36,4126.215,2.454956,-.----,-0.1159,62.49,4006.298,2.455012,-.----,-0.1276,60.3,4111.989,2.455,-.----,-0.1265,63.94,3909.731,2.456675,-.----,-0.1266,67.67,4262.988,2.454956,-.----,-0.1184,70.01,4323.458,2.45495,-.----,-0.1242,58.84,4373.217,2.454844,-.----,-0.1195,52.79,4365.365,2.456763,-.----,-0.1238,55.83,4434.506,2.454794,-.----,-0.118
51.12,4003.93,2.457312,-.----,-0.1138,48.37,4128.09,2.456631,-.----,-0.1159,62.5,4008.198,2.456675,-.----,-0.1276,60.31,4113.738,2.456625,-.----,-0.1265,63.95,3911.678,2.45835,-.----,-0.1266,67.68,4264.815,2.456575,-.----,-0.1184,70.02,4325.294,2.456625,-.----,-0.1242,58.85,4375.068,2.456544,-.----,-0.1195,52.8,4367.312,2.458381,-.----,-0.1238,55.84,4436.429,2.456494,-.----,-0.118
51.13,4005.917,2.458994,-.----,-0.1138,48.38,4129.99,2.45825,-.----,-0.1159,62.51,4010.042,2.458294,-.----,-0.1276,60.32,4115.574,2.458269,-.----,-0.1265,63.96,3913.689,2.459975,-.----,-0.1266,67.69,4266.651,2.458231,-.----,-0.1184,70.03,4327.194,2.458231,-.----,-0.1242,58.86,4376.904,2.458225,-.----,-0.1195,52.81,4369.203,2.46005,-.----,-0.1238,55.85,4438.329,2.458175,-.----,-0.118
51.14,4007.792,2.460675,-.----,-0.1138,48.39,4131.921,2.459919,-.----,-0.1159,62.52,4011.925,2.459944,-.----,-0.1276,60.33,4117.497,2.459956,-.----,-0.1265,63.97,3915.707,2.461637,-.----,-0.1266,67.7,4268.591,2.459925,-.----,-0.1184,70.04,4329.109,2.459875,-.----,-0.1242,58.87,4378.748,2.45985,-.----,-0.1195,52.82,4371.126,2.461731,-.----,-0.1238,55.86,4440.236,2.459794,-.----,-0.118
51.15,4009.62,2.462325,-.----,-0.1138,48.4,4133.94,2.4616,-.----,-0.1159,62.53,4013.912,2.461631,-.----,-0.1276,60.34,4119.468,2.461656,-.----,-0.1265,63.98,3917.678,2.463319,-.----,-0.1266,67.71,4270.562,2.461606,-.----,-0.1184,70.05,4331,2.461556,-.----,-0.1242,58.88,4380.631,2.461512,-.----,-0.1195,52.83,4373.098,2.463413,-.----,-0.1238,55.87,4442.239,2.461444,-.----,-0.118
51.16,4011.432,2.463944,-.----,-0.1138,48.41,4135.95,2.463281,-.----,-0.1159,62.54,4015.907,2.463344,-.----,-0.1276,60.35,4121.407,2.463331,-.----,-0.1265,63.99,3919.585,2.465,-.----,-0.1266,67.72,4272.485,2.463269,-.----,-0.1184,70.06,4332.829,2.463262,-.----,-0.1242,58.89,4382.571,2.463194,-.----,-0.1195,52.84,4375.1,2.465081,-.----,-0.1238,55.88,4444.242,2.463131,-.----,-0.118
51.17,4013.276,2.465612,-.----,-0.1138,48.42,4137.897,2.46495,-.----,-0.1159,62.55,4017.83,2.465025,-.----,-0.1276,60.36,4123.306,2.464956,-.----,-0.1265,64,3921.477,2.466675,-.----,-0.1266,67.73,4274.392,2.464887,-.----,-0.1184,70.07,4334.632,2.464937,-.----,-0.1242,58.9,4384.518,2.464881,-.----,-0.1195,52.85,4377.063,2.466706,-.----,-0.1238,55.89,4446.141,2.464831,-.----,-0.118
51.18,4015.176,2.467312,-.----,-0.1138,48.43,4139.726,2.466575,-.----,-0.1159,62.56,4019.706,2.46665,-.----,-0.1276,60.37,4125.166,2.466619,-.----,-0.1265,64.01,3923.392,2.468287,-.----,-0.1266,67.74,4276.292,2.466544,-.----,-0.1184,70.08,4336.429,2.466563,-.----,-0.1242,58.91,4386.393,2.46655,-.----,-0.1195,52.86,4378.986,2.468356,-.----,-0.1238,55.9,4447.953,2.466506,-.----,-0.118
51.19,4017.059,2.469019,-.----,-0.1138,48.44,4141.545,2.468225,-.----,-0.1159,62.57,4021.597,2.468313,-.----,-0.1276,60.38,4127.058,2.4683,-.----,-0.1265,64.02,3925.332,2.469937,-.----,-0.1266,67.75,4278.23,2.468225,-.----,-0.1184,70.09,4338.296,2.468212,-.----,-0.1242,58.92,4388.229,2.468169,-.----,-0.1195,52.87,4380.862,2.470044,-.----,-0.1238,55.91,4449.789,2.468131,-.----,-0.118
51.2,4018.863,2.470681,-.----,-0.1138,48.45,4143.437,2.469913,-.----,-0.1159,62.58,4023.576,2.470006,-.----,-0.1276,60.39,4128.957,2.469987,-.----,-0.1265,64.03,3927.286,2.471625,-.----,-0.1266,67.76,4280.178,2.469931,-.----,-0.1184,70.1,4340.196,2.4699,-.----,-0.1242,58.93,4390.104,2.469819,-.----,-0.1195,52.88,4382.714,2.47175,-.----,-0.1238,55.92,4451.768,2.469787,-.----,-0.118
51.21,4020.683,2.472306,-.----,-0.1138,48.46,4145.376,2.471619,-.----,-0.1159,62.59,4025.594,2.4717,-.----,-0.1276,60.4,4130.833,2.471656,-.----,-0.1265,64.04,3929.234,2.473337,-.----,-0.1266,67.77,4282.109,2.471619,-.----,-0.1184,70.11,4342.071,2.471594,-.----,-0.1242,58.94,4391.964,2.471506,-.----,-0.1195,52.89,4384.597,2.473431,-.----,-0.1238,55.93,4453.874,2.471469,-.----,-0.118
51.22,4022.543,2.473987,-.----,-0.1138,48.47,4147.323,2.473306,-.----,-0.1159,62.6,4027.581,2.473375,-.----,-0.1276,60.41,4132.732,2.473275,-.----,-0.1265,64.05,3931.141,2.475019,-.----,-0.1266,67.78,4283.984,2.473244,-.----,-0.1184,70.12,4343.907,2.473281,-.----,-0.1242,58.95,4393.769,2.473212,-.----,-0.1195,52.9,4386.568,2.475062,-.----,-0.1238,55.94,4455.964,2.47315,-.----,-0.118
51.23,4024.466,2.475681,-.----,-0.1138,48.48,4149.27,2.474937,-.----,-0.1159,62.61,4029.512,2.474981,-.----,-0.1276,60.42,4134.631,2.474919,-.----,-0.1265,64.06,3933.016,2.476644,-.----,-0.1266,67.79,4285.86,2.474912,-.----,-0.1184,70.13,4345.759,2.474894,-.----,-0.1242,58.96,4395.525,2.4749,-.----,-0.1195,52.91,4388.603,2.476725,-.----,-0.1238,55.95,4457.927,2.474825,-.----,-0.118
51.24,4026.429,2.477375,-.----,-0.1138,48.49,4151.233,2.476594,-.----,-0.1159,62.62,4031.452,2.476631,-.----,-0.1276,60.43,4136.515,2.476612,-.----,-0.1265,64.07,3934.964,2.478306,-.----,-0.1266,67.8,4287.751,2.4766,-.----,-0.1184,70.14,4347.698,2.47655,-.----,-0.1242,58.97,4397.321,2.476525,-.----,-0.1195,52.92,4390.589,2.478412,-.----,-0.1238,55.96,4459.81,2.47645,-.----,-0.118
51.25,4028.36,2.479025,-.----,-0.1138,48.5,4153.172,2.478281,-.----,-0.1159,62.63,4033.383,2.478312,-.----,-0.1276,60.44,4138.319,2.478319,-.----,-0.1265,64.08,3936.935,2.48,-.----,-0.1266,67.81,4289.635,2.478294,-.----,-0.1184,70.15,4349.693,2.478237,-.----,-0.1242,58.98,4399.165,2.478194,-.----,-0.1195,52.93,4392.497,2.480106,-.----,-0.1238,55.97,4461.694,2.4781,-.----,-0.118
51.26,4030.244,2.480638,-.----,-0.1138,48.51,4155.111,2.479975,-.----,-0.1159,62.64,4035.29,2.480012,-.----,-0.1276,60.45,4140.107,2.48,-.----,-0.1265,64.09,3938.874,2.4817,-.----,-0.1266,67.82,4291.487,2.479969,-.----,-0.1184,70.16,4351.632,2.479931,-.----,-0.1242,58.99,4401.096,2.479881,-.----,-0.1195,52.94,4394.349,2.481787,-.----,-0.1238,55.98,4463.609,2.479794,-.----,-0.118
51.27,4032.135,2.4823,-.----,-0.1138,48.52,4157.059,2.481656,-.----,-0.1159,62.65,4037.205,2.481688,-.----,-0.1276,60.46,4141.927,2.481631,-.----,-0.1265,64.1,3940.757,2.483369,-.----,-0.1266,67.83,4293.354,2.481587,-.----,-0.1184,70.17,4353.428,2.481606,-.----,-0.1242,59,4403.043,2.481575,-.----,-0.1195,52.95,4396.208,2.483394,-.----,-0.1238,55.99,4465.524,2.4815,-.----,-0.118
51.28,4034.058,2.483994,-.----,-0.1138,48.53,4159.069,2.483269,-.----,-0.1159,62.66,4039.192,2.483319,-.----,-0.1276,60.47,4143.755,2.483294,-.----,-0.1265,64.11,3942.649,2.484981,-.----,-0.1266,67.84,4295.278,2.483231,-.----,-0.1184,70.18,4355.16,2.483231,-.----,-0.1242,59.01,4404.958,2.48325,-.----,-0.1195,52.96,4398.147,2.485037,-.----,-0.1238,56,4467.448,2.483187,-.----,-0.118
51.29,4036.013,2.485694,-.----,-0.1138,48.54,4161.088,2.484912,-.----,-0.1159,62.67,4041.235,2.484975,-.----,-0.1276,60.48,4145.614,2.484981,-.----,-0.1265,64.12,3944.556,2.486631,-.----,-0.1266,67.85,4297.225,2.484912,-.----,-0.1184,70.19,4356.94,2.484887,-.----,-0.1242,59.02,4406.857,2.484869,-.----,-0.1195,52.97,4400.126,2.486725,-.----,-0.1238,56.01,4469.387,2.484806,-.----,-0.118
51.3,4037.945,2.487344,-.----,-0.1138,48.55,4163.059,2.486594,-.----,-0.1159,62.68,4043.277,2.486656,-.----,-0.1276,60.49,4147.466,2.486675,-.----,-0.1265,64.13,3946.447,2.488312,-.----,-0.1266,67.86,4299.124,2.486606,-.----,-0.1184,70.2,4358.808,2.486569,-.----,-0.1242,59.03,4408.741,2.486506,-.----,-0.1195,52.98,4402.065,2.488419,-.----,-0.1238,56.02,4471.326,2.48645,-.----,-0.118
51.31,4039.868,2.488962,-.----,-0.1138,48.56,4164.982,2.488294,-.----,-0.1159,62.69,4045.288,2.48835,-.----,-0.1276,60.5,4149.294,2.48835,-.----,-0.1265,64.14,3948.355,2.490012,-.----,-0.1266,67.87,4301.008,2.488287,-.----,-0.1184,70.21,4360.763,2.48825,-.----,-0.1242,59.04,4410.601,2.488188,-.----,-0.1195,52.99,4403.917,2.490094,-.----,-0.1238,56.03,4473.249,2.488131,-.----,-0.118
51.32,4041.791,2.490644,-.----,-0.1138,48.57,4166.857,2.489969,-.----,-0.1159,62.7,4047.243,2.490037,-.----,-0.1276,60.51,4151.169,2.489969,-.----,-0.1265,64.15,3950.27,2.491681,-.----,-0.1266,67.88,4302.947,2.489913,-.----,-0.1184,70.22,4362.71,2.489931,-.----,-0.1242,59.05,4412.452,2.489887,-.----,-0.1195,53,4405.777,2.491719,-.----,-0.1238,56.04,4475.165,2.489819,-.----,-0.118
51.33,4043.706,2.492331,-.----,-0.1138,48.58,4168.789,2.491594,-.----,-0.1159,62.71,4049.158,2.491656,-.----,-0.1276,60.52,4153.117,2.491606,-.----,-0.1265,64.16,3952.169,2.493312,-.----,-0.1266,67.89,4304.941,2.491562,-.----,-0.1184,70.23,4364.562,2.49155,-.----,-0.1242,59.06,4414.288,2.491569,-.----,-0.1195,53.01,4407.692,2.493375,-.----,-0.1238,56.05,4477.032,2.4915,-.----,-0.118
51.34,4045.566,2.494031,-.----,-0.1138,48.59,4170.799,2.493244,-.----,-0.1159,62.72,4051.105,2.493306,-.----,-0.1276,60.53,4155.095,2.493287,-.----,-0.1265,64.17,3954.021,2.494969,-.----,-0.1266,67.9,4306.913,2.49325,-.----,-0.1184,70.24,4366.342,2.4932,-.----,-0.1242,59.07,4416.116,2.493187,-.----,-0.1195,53.02,4409.639,2.495069,-.----,-0.1238,56.06,4478.868,2.493125,-.----,-0.118
51.35,4047.402,2.495687,-.----,-0.1138,48.6,4172.857,2.494931,-.----,-0.1159,62.73,4053.06,2.494994,-.----,-0.1276,60.54,4157.026,2.494987,-.----,-0.1265,64.18,3955.857,2.496656,-.----,-0.1266,67.91,4308.788,2.494944,-.----,-0.1184,70.25,4368.154,2.494887,-.----,-0.1242,59.08,4417.984,2.494844,-.----,-0.1195,53.03,4411.586,2.496763,-.----,-0.1238,56.07,4480.735,2.494769,-.----,-0.118
51.36,4049.246,2.4973,-.----,-0.1138,48.61,4174.813,2.496625,-.----,-0.1159,62.74,4054.983,2.496694,-.----,-0.1276,60.55,4158.886,2.496662,-.----,-0.1265,64.19,3957.732,2.498344,-.----,-0.1266,67.92,4310.647,2.496631,-.----,-0.1184,70.26,4370.062,2.4966,-.----,-0.1242,59.09,4419.851,2.496525,-.----,-0.1195,53.04,4413.533,2.498437,-.----,-0.1238,56.08,4482.659,2.49645,-.----,-0.118
51.37,4051.121,2.498981,-.----,-0.1138,48.62,4176.641,2.498306,-.----,-0.1159,62.75,4056.843,2.498369,-.----,-0.1276,60.56,4160.722,2.498294,-.----,-0.1265,64.2,3959.68,2.500031,-.----,-0.1266,67.93,4312.523,2.49825,-.----,-0.1184,70.27,4372.024,2.498287,-.----,-0.1242,59.1,4421.687,2.498219,-.----,-0.1195,53.05,4415.433,2.50005,-.----,-0.1238,56.09,4484.582,2.498156,-.----,-0.118
51.38,4053.005,2.500675,-.----,-0.1138,48.63,4178.437,2.499925,-.----,-0.1159,62.76,4058.687,2.499981,-.----,-0.1276,60.57,4162.605,2.49995,-.----,-0.1265,64.21,3961.619,2.501644,-.----,-0.1266,67.94,4314.343,2.499894,-.----,-0.1184,70.28,4374.02,2.4999,-.----,-0.1242,59.11,4423.459,2.499906,-.----,-0.1195,53.06,4417.364,2.501712,-.----,-0.1238,56.1,4486.45,2.499837,-.----,-0.118
51.39,4054.864,2.502362,-.----,-0.1138,48.64,4180.328,2.501587,-.----,-0.1159,62.77,4060.586,2.501644,-.----,-0.1276,60.58,4164.584,2.501631,-.----,-0.1265,64.22,3963.534,2.5033,-.----,-0.1266,67.95,4316.155,2.501587,-.----,-0.1184,70.29,4375.958,2.50155,-.----,-0.1242,59.12,4425.263,2.501525,-.----,-0.1195,53.07,4419.327,2.5034,-.----,-0.1238,56.11,4488.349,2.501469,-.----,-0.118
51.4,4056.668,2.504012,-.----,-0.1138,48.65,4182.395,2.503269,-.----,-0.1159,62.78,4062.541,2.503325,-.----,-0.1276,60.59,4166.579,2.503325,-.----,-0.1265,64.23,3965.465,2.504987,-.----,-0.1266,67.96,4318.007,2.503281,-.----,-0.1184,70.3,4377.818,2.503231,-.----,-0.1242,59.13,4427.139,2.503175,-.----,-0.1195,53.08,4421.298,2.5051,-.----,-0.1238,56.12,4490.296,2.503119,-.----,-0.118
51.41,4058.496,2.505637,-.----,-0.1138,48.66,4184.516,2.504969,-.----,-0.1159,62.79,4064.512,2.505013,-.----,-0.1276,60.6,4168.526,2.505013,-.----,-0.1265,64.24,3967.42,2.506681,-.----,-0.1266,67.97,4319.875,2.504956,-.----,-0.1184,70.31,4379.614,2.504925,-.----,-0.1242,59.14,4429.062,2.504856,-.----,-0.1195,53.09,4423.205,2.506769,-.----,-0.1238,56.13,4492.275,2.504806,-.----,-0.118
